generated_scenario;speed (km/s);composition;distance (km);weight (g);angle (degrees)
2526;10;STONE_IRON;200000000;50000;30
2527;10;STONE_IRON;200000000;60000;1
2528;10;STONE_IRON;200000000;60000;15
2529;10;STONE_IRON;200000000;60000;30
2530;10;STONE_IRON;300000000;40001;1
2531;10;STONE_IRON;300000000;40001;15
2532;10;STONE_IRON;300000000;40001;30
2533;10;STONE_IRON;300000000;50000;1
2534;10;STONE_IRON;300000000;50000;15
2535;10;STONE_IRON;300000000;50000;30
2536;10;STONE_IRON;300000000;60000;1
2537;10;STONE_IRON;300000000;60000;15
2538;10;STONE_IRON;300000000;60000;30
2539;10;STONE_IRON;100000000;40001;31
2540;10;STONE_IRON;100000000;40001;45
2541;10;STONE_IRON;100000000;40001;60
2542;10;STONE_IRON;100000000;50000;31
2543;10;STONE_IRON;100000000;50000;45
2544;10;STONE_IRON;100000000;50000;60
2545;10;STONE_IRON;100000000;60000;31
2546;10;STONE_IRON;100000000;60000;45
2547;10;STONE_IRON;100000000;60000;60
2548;10;STONE_IRON;200000000;40001;31
2549;10;STONE_IRON;200000000;40001;45
2550;10;STONE_IRON;200000000;40001;60
2551;10;STONE_IRON;200000000;50000;31
2552;10;STONE_IRON;200000000;50000;45
2553;10;STONE_IRON;200000000;50000;60
2554;10;STONE_IRON;200000000;60000;31
2555;10;STONE_IRON;200000000;60000;45
2556;10;STONE_IRON;200000000;60000;60
2557;10;STONE_IRON;300000000;40001;31
2558;10;STONE_IRON;300000000;40001;45
2559;10;STONE_IRON;300000000;40001;60
2560;10;STONE_IRON;300000000;50000;31
2561;10;STONE_IRON;300000000;50000;45
2562;10;STONE_IRON;300000000;50000;60
2563;10;STONE_IRON;300000000;60000;31
2564;10;STONE_IRON;300000000;60000;45
2565;10;STONE_IRON;300000000;60000;60
2566;10;STONE_IRON;100000000;40001;61
2567;10;STONE_IRON;100000000;40001;75
2568;10;STONE_IRON;100000000;40001;90
2569;10;STONE_IRON;100000000;50000;61
2570;10;STONE_IRON;100000000;50000;75
2571;10;STONE_IRON;100000000;50000;90
2572;10;STONE_IRON;100000000;60000;61
2573;10;STONE_IRON;100000000;60000;75
2574;10;STONE_IRON;100000000;60000;90
2575;10;STONE_IRON;200000000;40001;61
2576;10;STONE_IRON;200000000;40001;75
2577;10;STONE_IRON;200000000;40001;90
2578;10;STONE_IRON;200000000;50000;61
2579;10;STONE_IRON;200000000;50000;75
2580;10;STONE_IRON;200000000;50000;90
2581;10;STONE_IRON;200000000;60000;61
2582;10;STONE_IRON;200000000;60000;75
2583;10;STONE_IRON;200000000;60000;90
2584;10;STONE_IRON;300000000;40001;61
2585;10;STONE_IRON;300000000;40001;75
2586;10;STONE_IRON;300000000;40001;90
2587;10;STONE_IRON;300000000;50000;61
2588;10;STONE_IRON;300000000;50000;75
2589;10;STONE_IRON;300000000;50000;90
2590;10;STONE_IRON;300000000;60000;61
2591;10;STONE_IRON;300000000;60000;75
2592;10;STONE_IRON;300000000;60000;90
2593;10;IRON;20;1;1
2594;10;IRON;20;1;15
2595;10;IRON;20;1;30
2596;10;IRON;20;10000;1
2597;10;IRON;20;10000;15
2598;10;IRON;20;10000;30
2599;10;IRON;20;20000;1
2600;10;IRON;20;20000;15
2601;10;IRON;20;20000;30
2602;10;IRON;510;1;1
2603;10;IRON;510;1;15
2604;10;IRON;510;1;30
2605;10;IRON;510;10000;1
2606;10;IRON;510;10000;15
2607;10;IRON;510;10000;30
2608;10;IRON;510;20000;1
2609;10;IRON;510;20000;15
2610;10;IRON;510;20000;30
2611;10;IRON;1000;1;1
2612;10;IRON;1000;1;15
2613;10;IRON;1000;1;30
2614;10;IRON;1000;10000;1
2615;10;IRON;1000;10000;15
2616;10;IRON;1000;10000;30
2617;10;IRON;1000;20000;1
2618;10;IRON;1000;20000;15
2619;10;IRON;1000;20000;30
2620;10;IRON;20;1;31
2621;10;IRON;20;1;45
2622;10;IRON;20;1;60
2623;10;IRON;20;10000;31
2624;10;IRON;20;10000;45
2625;10;IRON;20;10000;60
2626;10;IRON;20;20000;31
2627;10;IRON;20;20000;45
2628;10;IRON;20;20000;60
2629;10;IRON;510;1;31
2630;10;IRON;510;1;45
2631;10;IRON;510;1;60
2632;10;IRON;510;10000;31
2633;10;IRON;510;10000;45
2634;10;IRON;510;10000;60
2635;10;IRON;510;20000;31
2636;10;IRON;510;20000;45
2637;10;IRON;510;20000;60
2638;10;IRON;1000;1;31
2639;10;IRON;1000;1;45
2640;10;IRON;1000;1;60
2641;10;IRON;1000;10000;31
2642;10;IRON;1000;10000;45
2643;10;IRON;1000;10000;60
2644;10;IRON;1000;20000;31
2645;10;IRON;1000;20000;45
2646;10;IRON;1000;20000;60
2647;10;IRON;20;1;61
2648;10;IRON;20;1;75
2649;10;IRON;20;1;90
2650;10;IRON;20;10000;61
2651;10;IRON;20;10000;75
2652;10;IRON;20;10000;90
2653;10;IRON;20;20000;61
2654;10;IRON;20;20000;75
2655;10;IRON;20;20000;90
2656;10;IRON;510;1;61
2657;10;IRON;510;1;75
2658;10;IRON;510;1;90
2659;10;IRON;510;10000;61
2660;10;IRON;510;10000;75
2661;10;IRON;510;10000;90
2662;10;IRON;510;20000;61
2663;10;IRON;510;20000;75
2664;10;IRON;510;20000;90
2665;10;IRON;1000;1;61
2666;10;IRON;1000;1;75
2667;10;IRON;1000;1;90
2668;10;IRON;1000;10000;61
2669;10;IRON;1000;10000;75
2670;10;IRON;1000;10000;90
2671;10;IRON;1000;20000;61
2672;10;IRON;1000;20000;75
2673;10;IRON;1000;20000;90
2674;10;IRON;20;20001;1
2675;10;IRON;20;20001;15
2676;10;IRON;20;20001;30
2677;10;IRON;20;30000;1
2678;10;IRON;20;30000;15
2679;10;IRON;20;30000;30
2680;10;IRON;20;40000;1
2681;10;IRON;20;40000;15
2682;10;IRON;20;40000;30
2683;10;IRON;510;20001;1
2684;10;IRON;510;20001;15
2685;10;IRON;510;20001;30
2686;10;IRON;510;30000;1
2687;10;IRON;510;30000;15
2688;10;IRON;510;30000;30
2689;10;IRON;510;40000;1
2690;10;IRON;510;40000;15
2691;10;IRON;510;40000;30
2692;10;IRON;1000;20001;1
2693;10;IRON;1000;20001;15
2694;10;IRON;1000;20001;30
2695;10;IRON;1000;30000;1
2696;10;IRON;1000;30000;15
2697;10;IRON;1000;30000;30
2698;10;IRON;1000;40000;1
2699;10;IRON;1000;40000;15
2700;10;IRON;1000;40000;30
2701;10;IRON;20;20001;31
2702;10;IRON;20;20001;45
2703;10;IRON;20;20001;60
2704;10;IRON;20;30000;31
2705;10;IRON;20;30000;45
2706;10;IRON;20;30000;60
2707;10;IRON;20;40000;31
2708;10;IRON;20;40000;45
2709;10;IRON;20;40000;60
2710;10;IRON;510;20001;31
2711;10;IRON;510;20001;45
2712;10;IRON;510;20001;60
2713;10;IRON;510;30000;31
2714;10;IRON;510;30000;45
2715;10;IRON;510;30000;60
2716;10;IRON;510;40000;31
2717;10;IRON;510;40000;45
2718;10;IRON;510;40000;60
2719;10;IRON;1000;20001;31
2720;10;IRON;1000;20001;45
2721;10;IRON;1000;20001;60
2722;10;IRON;1000;30000;31
2723;10;IRON;1000;30000;45
2724;10;IRON;1000;30000;60
2725;10;IRON;1000;40000;31
2726;10;IRON;1000;40000;45
2727;10;IRON;1000;40000;60
2728;10;IRON;20;20001;61
2729;10;IRON;20;20001;75
2730;10;IRON;20;20001;90
2731;10;IRON;20;30000;61
2732;10;IRON;20;30000;75
2733;10;IRON;20;30000;90
2734;10;IRON;20;40000;61
2735;10;IRON;20;40000;75
2736;10;IRON;20;40000;90
2737;10;IRON;510;20001;61
2738;10;IRON;510;20001;75
2739;10;IRON;510;20001;90
2740;10;IRON;510;30000;61
2741;10;IRON;510;30000;75
2742;10;IRON;510;30000;90
2743;10;IRON;510;40000;61
2744;10;IRON;510;40000;75
2745;10;IRON;510;40000;90
2746;10;IRON;1000;20001;61
2747;10;IRON;1000;20001;75
2748;10;IRON;1000;20001;90
2749;10;IRON;1000;30000;61
2750;10;IRON;1000;30000;75
2751;10;IRON;1000;30000;90
2752;10;IRON;1000;40000;61
2753;10;IRON;1000;40000;75
2754;10;IRON;1000;40000;90
2755;10;IRON;20;40001;1
2756;10;IRON;20;40001;15
2757;10;IRON;20;40001;30
2758;10;IRON;20;50000;1
2759;10;IRON;20;50000;15
2760;10;IRON;20;50000;30
2761;10;IRON;20;60000;1
2762;10;IRON;20;60000;15
2763;10;IRON;20;60000;30
2764;10;IRON;510;40001;1
2765;10;IRON;510;40001;15
2766;10;IRON;510;40001;30
2767;10;IRON;510;50000;1
2768;10;IRON;510;50000;15
2769;10;IRON;510;50000;30
2770;10;IRON;510;60000;1
2771;10;IRON;510;60000;15
2772;10;IRON;510;60000;30
2773;10;IRON;1000;40001;1
2774;10;IRON;1000;40001;15
2775;10;IRON;1000;40001;30
2776;10;IRON;1000;50000;1
2777;10;IRON;1000;50000;15
2778;10;IRON;1000;50000;30
2779;10;IRON;1000;60000;1
2780;10;IRON;1000;60000;15
2781;10;IRON;1000;60000;30
2782;10;IRON;20;40001;31
2783;10;IRON;20;40001;45
2784;10;IRON;20;40001;60
2785;10;IRON;20;50000;31
2786;10;IRON;20;50000;45
2787;10;IRON;20;50000;60
2788;10;IRON;20;60000;31
2789;10;IRON;20;60000;45
2790;10;IRON;20;60000;60
2791;10;IRON;510;40001;31
2792;10;IRON;510;40001;45
2793;10;IRON;510;40001;60
2794;10;IRON;510;50000;31
2795;10;IRON;510;50000;45
2796;10;IRON;510;50000;60
2797;10;IRON;510;60000;31
2798;10;IRON;510;60000;45
2799;10;IRON;510;60000;60
2800;10;IRON;1000;40001;31
2801;10;IRON;1000;40001;45
2802;10;IRON;1000;40001;60
2803;10;IRON;1000;50000;31
2804;10;IRON;1000;50000;45
2805;10;IRON;1000;50000;60
2806;10;IRON;1000;60000;31
2807;10;IRON;1000;60000;45
2808;10;IRON;1000;60000;60
2809;10;IRON;20;40001;61
2810;10;IRON;20;40001;75
2811;10;IRON;20;40001;90
2812;10;IRON;20;50000;61
2813;10;IRON;20;50000;75
2814;10;IRON;20;50000;90
2815;10;IRON;20;60000;61
2816;10;IRON;20;60000;75
2817;10;IRON;20;60000;90
2818;10;IRON;510;40001;61
2819;10;IRON;510;40001;75
2820;10;IRON;510;40001;90
2821;10;IRON;510;50000;61
2822;10;IRON;510;50000;75
2823;10;IRON;510;50000;90
2824;10;IRON;510;60000;61
2825;10;IRON;510;60000;75
2826;10;IRON;510;60000;90
2827;10;IRON;1000;40001;61
2828;10;IRON;1000;40001;75
2829;10;IRON;1000;40001;90
2830;10;IRON;1000;50000;61
2831;10;IRON;1000;50000;75
2832;10;IRON;1000;50000;90
2833;10;IRON;1000;60000;61
2834;10;IRON;1000;60000;75
2835;10;IRON;1000;60000;90
2836;10;IRON;1001;1;1
2837;10;IRON;1001;1;15
2838;10;IRON;1001;1;30
2839;10;IRON;1001;10000;1
2840;10;IRON;1001;10000;15
2841;10;IRON;1001;10000;30
2842;10;IRON;1001;20000;1
2843;10;IRON;1001;20000;15
2844;10;IRON;1001;20000;30
2845;10;IRON;2500;1;1
2846;10;IRON;2500;1;15
2847;10;IRON;2500;1;30
2848;10;IRON;2500;10000;1
2849;10;IRON;2500;10000;15
2850;10;IRON;2500;10000;30
2851;10;IRON;2500;20000;1
2852;10;IRON;2500;20000;15
2853;10;IRON;2500;20000;30
2854;10;IRON;4000;1;1
2855;10;IRON;4000;1;15
2856;10;IRON;4000;1;30
2857;10;IRON;4000;10000;1
2858;10;IRON;4000;10000;15
2859;10;IRON;4000;10000;30
2860;10;IRON;4000;20000;1
2861;10;IRON;4000;20000;15
2862;10;IRON;4000;20000;30
2863;10;IRON;1001;1;31
2864;10;IRON;1001;1;45
2865;10;IRON;1001;1;60
2866;10;IRON;1001;10000;31
2867;10;IRON;1001;10000;45
2868;10;IRON;1001;10000;60
2869;10;IRON;1001;20000;31
2870;10;IRON;1001;20000;45
2871;10;IRON;1001;20000;60
2872;10;IRON;2500;1;31
2873;10;IRON;2500;1;45
2874;10;IRON;2500;1;60
2875;10;IRON;2500;10000;31
2876;10;IRON;2500;10000;45
2877;10;IRON;2500;10000;60
2878;10;IRON;2500;20000;31
2879;10;IRON;2500;20000;45
2880;10;IRON;2500;20000;60
2881;10;IRON;4000;1;31
2882;10;IRON;4000;1;45
2883;10;IRON;4000;1;60
2884;10;IRON;4000;10000;31
2885;10;IRON;4000;10000;45
2886;10;IRON;4000;10000;60
2887;10;IRON;4000;20000;31
2888;10;IRON;4000;20000;45
2889;10;IRON;4000;20000;60
2890;10;IRON;1001;1;61
2891;10;IRON;1001;1;75
2892;10;IRON;1001;1;90
2893;10;IRON;1001;10000;61
2894;10;IRON;1001;10000;75
2895;10;IRON;1001;10000;90
2896;10;IRON;1001;20000;61
2897;10;IRON;1001;20000;75
2898;10;IRON;1001;20000;90
2899;10;IRON;2500;1;61
2900;10;IRON;2500;1;75
2901;10;IRON;2500;1;90
2902;10;IRON;2500;10000;61
2903;10;IRON;2500;10000;75
2904;10;IRON;2500;10000;90
2905;10;IRON;2500;20000;61
2906;10;IRON;2500;20000;75
2907;10;IRON;2500;20000;90
2908;10;IRON;4000;1;61
2909;10;IRON;4000;1;75
2910;10;IRON;4000;1;90
2911;10;IRON;4000;10000;61
2912;10;IRON;4000;10000;75
2913;10;IRON;4000;10000;90
2914;10;IRON;4000;20000;61
2915;10;IRON;4000;20000;75
2916;10;IRON;4000;20000;90
2917;10;IRON;1001;20001;1
2918;10;IRON;1001;20001;15
2919;10;IRON;1001;20001;30
2920;10;IRON;1001;30000;1
2921;10;IRON;1001;30000;15
2922;10;IRON;1001;30000;30
2923;10;IRON;1001;40000;1
2924;10;IRON;1001;40000;15
2925;10;IRON;1001;40000;30
2926;10;IRON;2500;20001;1
2927;10;IRON;2500;20001;15
2928;10;IRON;2500;20001;30
2929;10;IRON;2500;30000;1
2930;10;IRON;2500;30000;15
2931;10;IRON;2500;30000;30
2932;10;IRON;2500;40000;1
2933;10;IRON;2500;40000;15
2934;10;IRON;2500;40000;30
2935;10;IRON;4000;20001;1
2936;10;IRON;4000;20001;15
2937;10;IRON;4000;20001;30
2938;10;IRON;4000;30000;1
2939;10;IRON;4000;30000;15
2940;10;IRON;4000;30000;30
2941;10;IRON;4000;40000;1
2942;10;IRON;4000;40000;15
2943;10;IRON;4000;40000;30
2944;10;IRON;1001;20001;31
2945;10;IRON;1001;20001;45
2946;10;IRON;1001;20001;60
2947;10;IRON;1001;30000;31
2948;10;IRON;1001;30000;45
2949;10;IRON;1001;30000;60
2950;10;IRON;1001;40000;31
2951;10;IRON;1001;40000;45
2952;10;IRON;1001;40000;60
2953;10;IRON;2500;20001;31
2954;10;IRON;2500;20001;45
2955;10;IRON;2500;20001;60
2956;10;IRON;2500;30000;31
2957;10;IRON;2500;30000;45
2958;10;IRON;2500;30000;60
2959;10;IRON;2500;40000;31
2960;10;IRON;2500;40000;45
2961;10;IRON;2500;40000;60
2962;10;IRON;4000;20001;31
2963;10;IRON;4000;20001;45
2964;10;IRON;4000;20001;60
2965;10;IRON;4000;30000;31
2966;10;IRON;4000;30000;45
2967;10;IRON;4000;30000;60
2968;10;IRON;4000;40000;31
2969;10;IRON;4000;40000;45
2970;10;IRON;4000;40000;60
2971;10;IRON;1001;20001;61
2972;10;IRON;1001;20001;75
2973;10;IRON;1001;20001;90
2974;10;IRON;1001;30000;61
2975;10;IRON;1001;30000;75
2976;10;IRON;1001;30000;90
2977;10;IRON;1001;40000;61
2978;10;IRON;1001;40000;75
2979;10;IRON;1001;40000;90
2980;10;IRON;2500;20001;61
2981;10;IRON;2500;20001;75
2982;10;IRON;2500;20001;90
2983;10;IRON;2500;30000;61
2984;10;IRON;2500;30000;75
2985;10;IRON;2500;30000;90
2986;10;IRON;2500;40000;61
2987;10;IRON;2500;40000;75
2988;10;IRON;2500;40000;90
2989;10;IRON;4000;20001;61
2990;10;IRON;4000;20001;75
2991;10;IRON;4000;20001;90
2992;10;IRON;4000;30000;61
2993;10;IRON;4000;30000;75
2994;10;IRON;4000;30000;90
2995;10;IRON;4000;40000;61
2996;10;IRON;4000;40000;75
2997;10;IRON;4000;40000;90
2998;10;IRON;1001;40001;1
2999;10;IRON;1001;40001;15
3000;10;IRON;1001;40001;30
3001;10;IRON;1001;50000;1
3002;10;IRON;1001;50000;15
3003;10;IRON;1001;50000;30
3004;10;IRON;1001;60000;1
3005;10;IRON;1001;60000;15
3006;10;IRON;1001;60000;30
3007;10;IRON;2500;40001;1
3008;10;IRON;2500;40001;15
3009;10;IRON;2500;40001;30
3010;10;IRON;2500;50000;1
3011;10;IRON;2500;50000;15
3012;10;IRON;2500;50000;30
3013;10;IRON;2500;60000;1
3014;10;IRON;2500;60000;15
3015;10;IRON;2500;60000;30
3016;10;IRON;4000;40001;1
3017;10;IRON;4000;40001;15
3018;10;IRON;4000;40001;30
3019;10;IRON;4000;50000;1
3020;10;IRON;4000;50000;15
3021;10;IRON;4000;50000;30
3022;10;IRON;4000;60000;1
3023;10;IRON;4000;60000;15
3024;10;IRON;4000;60000;30
3025;10;IRON;1001;40001;31
3026;10;IRON;1001;40001;45
3027;10;IRON;1001;40001;60
3028;10;IRON;1001;50000;31
3029;10;IRON;1001;50000;45
3030;10;IRON;1001;50000;60
3031;10;IRON;1001;60000;31
3032;10;IRON;1001;60000;45
3033;10;IRON;1001;60000;60
3034;10;IRON;2500;40001;31
3035;10;IRON;2500;40001;45
3036;10;IRON;2500;40001;60
3037;10;IRON;2500;50000;31
3038;10;IRON;2500;50000;45
3039;10;IRON;2500;50000;60
3040;10;IRON;2500;60000;31
3041;10;IRON;2500;60000;45
3042;10;IRON;2500;60000;60
3043;10;IRON;4000;40001;31
3044;10;IRON;4000;40001;45
3045;10;IRON;4000;40001;60
3046;10;IRON;4000;50000;31
3047;10;IRON;4000;50000;45
3048;10;IRON;4000;50000;60
3049;10;IRON;4000;60000;31
3050;10;IRON;4000;60000;45
3051;10;IRON;4000;60000;60
3052;10;IRON;1001;40001;61
3053;10;IRON;1001;40001;75
3054;10;IRON;1001;40001;90
3055;10;IRON;1001;50000;61
3056;10;IRON;1001;50000;75
3057;10;IRON;1001;50000;90
3058;10;IRON;1001;60000;61
3059;10;IRON;1001;60000;75
3060;10;IRON;1001;60000;90
3061;10;IRON;2500;40001;61
3062;10;IRON;2500;40001;75
3063;10;IRON;2500;40001;90
3064;10;IRON;2500;50000;61
3065;10;IRON;2500;50000;75
3066;10;IRON;2500;50000;90
3067;10;IRON;2500;60000;61
3068;10;IRON;2500;60000;75
3069;10;IRON;2500;60000;90
3070;10;IRON;4000;40001;61
3071;10;IRON;4000;40001;75
3072;10;IRON;4000;40001;90
3073;10;IRON;4000;50000;61
3074;10;IRON;4000;50000;75
3075;10;IRON;4000;50000;90
3076;10;IRON;4000;60000;61
3077;10;IRON;4000;60000;75
3078;10;IRON;4000;60000;90
3079;10;IRON;100000000;20001;1
3080;10;IRON;100000000;20001;15
3081;10;IRON;100000000;20001;30
3082;10;IRON;100000000;30000;1
3083;10;IRON;100000000;30000;15
3084;10;IRON;100000000;30000;30
3085;10;IRON;100000000;40000;1
3086;10;IRON;100000000;40000;15
3087;10;IRON;100000000;40000;30
3088;10;IRON;200000000;20001;1
3089;10;IRON;200000000;20001;15
3090;10;IRON;200000000;20001;30
3091;10;IRON;200000000;30000;1
3092;10;IRON;200000000;30000;15
3093;10;IRON;200000000;30000;30
3094;10;IRON;200000000;40000;1
3095;10;IRON;200000000;40000;15
3096;10;IRON;200000000;40000;30
3097;10;IRON;300000000;20001;1
3098;10;IRON;300000000;20001;15
3099;10;IRON;300000000;20001;30
3100;10;IRON;300000000;30000;1
3101;10;IRON;300000000;30000;15
3102;10;IRON;300000000;30000;30
3103;10;IRON;300000000;40000;1
3104;10;IRON;300000000;40000;15
3105;10;IRON;300000000;40000;30
3106;10;IRON;100000000;20001;31
3107;10;IRON;100000000;20001;45
3108;10;IRON;100000000;20001;60
3109;10;IRON;100000000;30000;31
3110;10;IRON;100000000;30000;45
3111;10;IRON;100000000;30000;60
3112;10;IRON;100000000;40000;31
3113;10;IRON;100000000;40000;45
3114;10;IRON;100000000;40000;60
3115;10;IRON;200000000;20001;31
3116;10;IRON;200000000;20001;45
3117;10;IRON;200000000;20001;60
3118;10;IRON;200000000;30000;31
3119;10;IRON;200000000;30000;45
3120;10;IRON;200000000;30000;60
3121;10;IRON;200000000;40000;31
3122;10;IRON;200000000;40000;45
3123;10;IRON;200000000;40000;60
3124;10;IRON;300000000;20001;31
3125;10;IRON;300000000;20001;45
3126;10;IRON;300000000;20001;60
3127;10;IRON;300000000;30000;31
3128;10;IRON;300000000;30000;45
3129;10;IRON;300000000;30000;60
3130;10;IRON;300000000;40000;31
3131;10;IRON;300000000;40000;45
3132;10;IRON;300000000;40000;60
3133;10;IRON;100000000;20001;61
3134;10;IRON;100000000;20001;75
3135;10;IRON;100000000;20001;90
3136;10;IRON;100000000;30000;61
3137;10;IRON;100000000;30000;75
3138;10;IRON;100000000;30000;90
3139;10;IRON;100000000;40000;61
3140;10;IRON;100000000;40000;75
3141;10;IRON;100000000;40000;90
3142;10;IRON;200000000;20001;61
3143;10;IRON;200000000;20001;75
3144;10;IRON;200000000;20001;90
3145;10;IRON;200000000;30000;61
3146;10;IRON;200000000;30000;75
3147;10;IRON;200000000;30000;90
3148;10;IRON;200000000;40000;61
3149;10;IRON;200000000;40000;75
3150;10;IRON;200000000;40000;90
3151;10;IRON;300000000;20001;61
3152;10;IRON;300000000;20001;75
3153;10;IRON;300000000;20001;90
3154;10;IRON;300000000;30000;61
3155;10;IRON;300000000;30000;75
3156;10;IRON;300000000;30000;90
3157;10;IRON;300000000;40000;61
3158;10;IRON;300000000;40000;75
3159;10;IRON;300000000;40000;90
3160;10;IRON;100000000;40001;1
3161;10;IRON;100000000;40001;15
3162;10;IRON;100000000;40001;30
3163;10;IRON;100000000;50000;1
3164;10;IRON;100000000;50000;15
3165;10;IRON;100000000;50000;30
3166;10;IRON;100000000;60000;1
3167;10;IRON;100000000;60000;15
3168;10;IRON;100000000;60000;30
3169;10;IRON;200000000;40001;1
3170;10;IRON;200000000;40001;15
3171;10;IRON;200000000;40001;30
3172;10;IRON;200000000;50000;1
3173;10;IRON;200000000;50000;15
3174;10;IRON;200000000;50000;30
3175;10;IRON;200000000;60000;1
3176;10;IRON;200000000;60000;15
3177;10;IRON;200000000;60000;30
3178;10;IRON;300000000;40001;1
3179;10;IRON;300000000;40001;15
3180;10;IRON;300000000;40001;30
3181;10;IRON;300000000;50000;1
3182;10;IRON;300000000;50000;15
3183;10;IRON;300000000;50000;30
3184;10;IRON;300000000;60000;1
3185;10;IRON;300000000;60000;15
3186;10;IRON;300000000;60000;30
3187;10;IRON;100000000;40001;31
3188;10;IRON;100000000;40001;45
3189;10;IRON;100000000;40001;60
3190;10;IRON;100000000;50000;31
3191;10;IRON;100000000;50000;45
3192;10;IRON;100000000;50000;60
3193;10;IRON;100000000;60000;31
3194;10;IRON;100000000;60000;45
3195;10;IRON;100000000;60000;60
3196;10;IRON;200000000;40001;31
3197;10;IRON;200000000;40001;45
3198;10;IRON;200000000;40001;60
3199;10;IRON;200000000;50000;31
3200;10;IRON;200000000;50000;45
3201;10;IRON;200000000;50000;60
3202;10;IRON;200000000;60000;31
3203;10;IRON;200000000;60000;45
3204;10;IRON;200000000;60000;60
3205;10;IRON;300000000;40001;31
3206;10;IRON;300000000;40001;45
3207;10;IRON;300000000;40001;60
3208;10;IRON;300000000;50000;31
3209;10;IRON;300000000;50000;45
3210;10;IRON;300000000;50000;60
3211;10;IRON;300000000;60000;31
3212;10;IRON;300000000;60000;45
3213;10;IRON;300000000;60000;60
3214;10;IRON;100000000;40001;61
3215;10;IRON;100000000;40001;75
3216;10;IRON;100000000;40001;90
3217;10;IRON;100000000;50000;61
3218;10;IRON;100000000;50000;75
3219;10;IRON;100000000;50000;90
3220;10;IRON;100000000;60000;61
3221;10;IRON;100000000;60000;75
3222;10;IRON;100000000;60000;90
3223;10;IRON;200000000;40001;61
3224;10;IRON;200000000;40001;75
3225;10;IRON;200000000;40001;90
3226;10;IRON;200000000;50000;61
3227;10;IRON;200000000;50000;75
3228;10;IRON;200000000;50000;90
3229;10;IRON;200000000;60000;61
3230;10;IRON;200000000;60000;75
3231;10;IRON;200000000;60000;90
3232;10;IRON;300000000;40001;61
3233;10;IRON;300000000;40001;75
3234;10;IRON;300000000;40001;90
3235;10;IRON;300000000;50000;61
3236;10;IRON;300000000;50000;75
3237;10;IRON;300000000;50000;90
3238;10;IRON;300000000;60000;61
3239;10;IRON;300000000;60000;75
3240;10;IRON;300000000;60000;90
3241;31;ICE;20;1;1
3242;31;ICE;20;1;15
3243;31;ICE;20;1;30
3244;31;ICE;20;10000;1
3245;31;ICE;20;10000;15
3246;31;ICE;20;10000;30
3247;31;ICE;20;20000;1
3248;31;ICE;20;20000;15
3249;31;ICE;20;20000;30
3250;31;ICE;510;1;1
3251;31;ICE;510;1;15
3252;31;ICE;510;1;30
3253;31;ICE;510;10000;1
3254;31;ICE;510;10000;15
3255;31;ICE;510;10000;30
3256;31;ICE;510;20000;1
3257;31;ICE;510;20000;15
3258;31;ICE;510;20000;30
3259;31;ICE;1000;1;1
3260;31;ICE;1000;1;15
3261;31;ICE;1000;1;30
3262;31;ICE;1000;10000;1
3263;31;ICE;1000;10000;15
3264;31;ICE;1000;10000;30
3265;31;ICE;1000;20000;1
3266;31;ICE;1000;20000;15
3267;31;ICE;1000;20000;30
3268;31;ICE;20;1;31
3269;31;ICE;20;1;45
3270;31;ICE;20;1;60
3271;31;ICE;20;10000;31
3272;31;ICE;20;10000;45
3273;31;ICE;20;10000;60
3274;31;ICE;20;20000;31
3275;31;ICE;20;20000;45
3276;31;ICE;20;20000;60
3277;31;ICE;510;1;31
3278;31;ICE;510;1;45
3279;31;ICE;510;1;60
3280;31;ICE;510;10000;31
3281;31;ICE;510;10000;45
3282;31;ICE;510;10000;60
3283;31;ICE;510;20000;31
3284;31;ICE;510;20000;45
3285;31;ICE;510;20000;60
3286;31;ICE;1000;1;31
3287;31;ICE;1000;1;45
3288;31;ICE;1000;1;60
3289;31;ICE;1000;10000;31
3290;31;ICE;1000;10000;45
3291;31;ICE;1000;10000;60
3292;31;ICE;1000;20000;31
3293;31;ICE;1000;20000;45
3294;31;ICE;1000;20000;60
3295;31;ICE;20;1;61
3296;31;ICE;20;1;75
3297;31;ICE;20;1;90
3298;31;ICE;20;10000;61
3299;31;ICE;20;10000;75
3300;31;ICE;20;10000;90
3301;31;ICE;20;20000;61
3302;31;ICE;20;20000;75
3303;31;ICE;20;20000;90
3304;31;ICE;510;1;61
3305;31;ICE;510;1;75
3306;31;ICE;510;1;90
3307;31;ICE;510;10000;61
3308;31;ICE;510;10000;75
3309;31;ICE;510;10000;90
3310;31;ICE;510;20000;61
3311;31;ICE;510;20000;75
3312;31;ICE;510;20000;90
3313;31;ICE;1000;1;61
3314;31;ICE;1000;1;75
3315;31;ICE;1000;1;90
3316;31;ICE;1000;10000;61
3317;31;ICE;1000;10000;75
3318;31;ICE;1000;10000;90
3319;31;ICE;1000;20000;61
3320;31;ICE;1000;20000;75
3321;31;ICE;1000;20000;90
3322;31;ICE;20;20001;1
3323;31;ICE;20;20001;15
3324;31;ICE;20;20001;30
3325;31;ICE;20;30000;1
3326;31;ICE;20;30000;15
3327;31;ICE;20;30000;30
3328;31;ICE;20;40000;1
3329;31;ICE;20;40000;15
3330;31;ICE;20;40000;30
3331;31;ICE;510;20001;1
